libelle_fr,libelle_ar,year,value,city,base_year
Transport,النقل,2020,101.5,dakhla,2017
Soins corporels,العناية بالجسد,2020,102.9,dakhla,2017
Services financiers,الخدمات المالية,2020,102.0,casablanca,2017
Services ambulatoires,الخدمات الإسعافية,2020,103.0,beni_mellal,2017
Restaurants et hôtels,مطاعم وفنادق,2021,115.9,beni_mellal,2017
Services de restauration,خدمات المطاعم,2021,116.5,beni_mellal,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2020,116.7,al_hoceima,2017
Soins corporels,العناية بالجسد,2018,100.5,al_hoceima,2017
Services financiers,الخدمات المالية,2019,101.6,al_hoceima,2017
Articles d'habillement et chaussures,الملابس والأحذية,2017,122.4,tetouan,2006
Variation (en %),نسبة التغـيـر (%),2018,2.0,tetouan,2006
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2016,108.3,tanger,2006
Variation (en %),نسبة التغـيـر (%),2017,0.3,tanger,2006
Boissons alcoolisées,المشروبات الكحولية,2016,143.3,settat,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2017,86.7,settat,2006
Services postaux,خدمات بريدية,2016,123.3,rabat,2006
Articles d'habillement et chaussures,الملابس والأحذية,2021,107.9,dakhla,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2017,105.0,al_hoceima,2006
Services ambulatoires,الخدمات الإسعافية,2018,100.0,guelmim,2017
Appareils ménagers,الأجهزة المنزلية,2019,95.9,fes,2017
Services financiers,الخدمات المالية,2020,98.1,fes,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2021,112.0,errachidia,2017
Enseignement,التعليم,2021,102.6,errachidia,2017
Enseignement secondaire,التعليم الثانوي,2019,100.0,dakhla,2017
Santé,الصحة,2021,101.1,al_hoceima,2017
Boissons alcoolisées,المشروبات الكحولية,2020,100.4,agadir,2017
Services de restauration,خدمات المطاعم,2019,99.6,agadir,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2016,119.2,oujda,2006
Santé,الصحة,2019,100.5,fes,2017
Indice général,الرقم الإستدلالي العام,2021,104.0,fes,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2018,101.1,dakhla,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2019,100.9,guelmim,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2021,107.6,guelmim,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2020,100.0,dakhla,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2019,111.1,beni_mellal,2017
Services postaux,خدمات بريدية,2017,130.2,tetouan,2006
Services de restauration,خدمات المطاعم,2018,144.6,tetouan,2006
Services hospitaliers,الخدمات الإستشفائية,2016,100.0,rabat,2006
Indice général,الرقم الإستدلالي العام,2020,102.5,beni_mellal,2017
Services ambulatoires,الخدمات الإسعافية,2016,117.9,oujda,2006
Articles d'habillement et chaussures,الملابس والأحذية,2017,107.9,meknes,2006
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2017,108.7,agadir,2006
Appareils ménagers,الأجهزة المنزلية,2017,91.3,dakhla,2006
Services ambulatoires,الخدمات الإسعافية,2019,101.8,fes,2017
Services postaux,خدمات بريدية,2020,100.6,dakhla,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2020,104.2,dakhla,2017
Santé,الصحة,2021,100.7,beni_mellal,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2020,100.2,guelmim,2017
Assurance,التأمين,2021,103.5,guelmim,2017
Enseignement secondaire,التعليم الثانوي,2019,109.1,guelmim,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2018,100.1,dakhla,2017
Santé,الصحة,2019,100.1,beni_mellal,2017
Biens et services divers,مواد وخدمات اخرى,2020,102.3,al_hoceima,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,107.7,settat,2006
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2018,105.6,settat,2006
Services hospitaliers,الخدمات الإستشفائية,2018,103.8,oujda,2006
Services financiers,الخدمات المالية,2018,100.0,beni_mellal,2017
Services ambulatoires,الخدمات الإسعافية,2021,112.1,errachidia,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2018,117.0,rabat,2006
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2018,100.0,rabat,2006
Variation (en %),نسبة التغـيـر (%),2019,1.0,guelmim,2017
Services d'hébergement,خدمات الإيواء,2016,111.6,tetouan,2006
Tabac,التبغ,2018,142.8,safi,2006
Articles d'habillement,الملابس,2018,102.0,beni_mellal,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2019,98.7,beni_mellal,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2019,99.1,kenitra,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2018,100.9,kenitra,2017
Produits alimentaires,المواد الغذائية,2020,99.1,kenitra,2017
Produits alimentaires,المواد الغذائية,2019,99.0,kenitra,2017
Produits alimentaires,المواد الغذائية,2018,100.9,kenitra,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2020,99.4,kenitra,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2019,100.4,kenitra,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2021,124.9,kenitra,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2020,120.9,kenitra,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2019,119.9,kenitra,2017
Tabac,التبغ,2020,122.1,kenitra,2017
Articles d'habillement et chaussures,الملابس والأحذية,2018,101.2,kenitra,2017
Articles d'habillement,الملابس,2020,105.2,kenitra,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2021,103.1,kenitra,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,100.2,kenitra,2017
Loyers effectifs,الكراء الفعلي,2020,104.1,kenitra,2017
Loyers effectifs,الكراء الفعلي,2019,103.0,kenitra,2017
Loyers effectifs,الكراء الفعلي,2018,100.8,kenitra,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2019,106.4,kenitra,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2018,100.0,kenitra,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2021,101.0,kenitra,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2018,99.9,kenitra,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2021,103.4,kenitra,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2019,100.8,kenitra,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2020,100.6,kenitra,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2018,99.4,kenitra,2017
Appareils ménagers,الأجهزة المنزلية,2018,99.4,kenitra,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2020,98.1,kenitra,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2019,99.5,kenitra,2017
Santé,الصحة,2021,99.3,kenitra,2017
Santé,الصحة,2019,99.9,kenitra,2017
Santé,الصحة,2018,100.2,kenitra,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2019,98.6,kenitra,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2018,99.2,kenitra,2017
Services ambulatoires,الخدمات الإسعافية,2021,101.4,kenitra,2017
Services ambulatoires,الخدمات الإسعافية,2018,101.2,kenitra,2017
Services hospitaliers,الخدمات الإستشفائية,2019,100.0,kenitra,2017
Achat de véhicules,شراء العربات,2018,97.8,kenitra,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2021,102.3,kenitra,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2020,95.4,kenitra,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2019,102.6,kenitra,2017
Services de transport,خدمات النقل,2021,113.6,kenitra,2017
Services de transport,خدمات النقل,2020,106.6,kenitra,2017
Services de transport,خدمات النقل,2019,102.1,kenitra,2017
Communications,المواصلات,2019,106.8,kenitra,2017
Services postaux,خدمات بريدية,2020,100.0,kenitra,2017
Services postaux,خدمات بريدية,2019,100.0,kenitra,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2021,105.6,kenitra,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2020,105.6,kenitra,2017
Loisirs et culture,الترفيه والثقافة,2019,103.3,kenitra,2017
Loisirs et culture,الترفيه والثقافة,2018,99.9,kenitra,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2018,99.7,kenitra,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2021,100.0,kenitra,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2019,101.7,kenitra,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2021,100.4,kenitra,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2021,117.5,kenitra,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2018,99.7,kenitra,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2021,113.1,kenitra,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2020,113.1,kenitra,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2019,113.3,kenitra,2017
Enseignement secondaire,التعليم الثانوي,2021,112.2,kenitra,2017
Enseignement secondaire,التعليم الثانوي,2019,112.2,kenitra,2017
Enseignement secondaire,التعليم الثانوي,2018,104.1,kenitra,2017
Enseignement supérieur,التعليم العالي,2018,100.0,kenitra,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2020,100.0,kenitra,2017
